user_id,feature_name,used_at,session_id,duration_seconds
u_00443,Report Export,2026-01-19 15:01:08,s_u_00443_0000,61
u_00434,API Access,2026-01-19 15:06:16,s_u_00434_0008,96
u_00029,Report Export,2026-01-19 15:43:07,s_u_00029_0003,55
u_00230,Retention Chart,2026-01-19 15:55:02,s_u_00230_0000,446
u_00255,AI Analyst,2026-01-19 15:58:14,s_u_00255_0000,313
u_00165,AI Analyst,2026-01-19 16:33:50,s_u_00165_0000,232
u_00304,Report Export,2026-01-19 17:03:00,s_u_00304_0000,95
u_00399,Dashboard,2026-01-19 17:50:27,s_u_00399_0000,150
u_00448,Dashboard,2026-01-19 18:32:46,s_u_00448_0000,72
u_00015,Dashboard,2026-01-19 18:55:47,s_u_00015_0000,58
u_00445,Team Collaboration,2026-01-19 19:13:45,s_u_00445_0001,263
u_00097,Custom Alerts,2026-01-19 19:26:51,s_u_00097_0000,131
u_00123,Report Export,2026-01-19 19:27:31,s_u_00123_0000,54
u_00199,Report Export,2026-01-19 19:45:17,s_u_00199_0000,71
u_00347,Report Export,2026-01-19 19:49:33,s_u_00347_0000,85
u_00478,Report Export,2026-01-19 19:51:29,s_u_00478_0000,54
u_00087,Custom Alerts,2026-01-19 20:01:29,s_u_00087_0000,188
u_00077,Dashboard,2026-01-19 20:09:13,s_u_00077_0000,49
u_00303,Segment Explorer,2026-01-19 20:32:21,s_u_00303_0000,569
u_00346,Funnel Builder,2026-01-19 20:34:57,s_u_00346_0001,453
u_00025,Report Export,2026-01-19 20:39:48,s_u_00025_0000,65
u_00434,Dashboard,2026-01-19 20:51:22,s_u_00434_0006,116
u_00434,Report Export,2026-01-19 21:00:42,s_u_00434_0009,32
u_00456,Funnel Builder,2026-01-19 21:02:27,s_u_00456_0000,645
u_00138,Funnel Builder,2026-01-19 21:04:23,s_u_00138_0001,495
u_00261,Custom Alerts,2026-01-19 21:17:24,s_u_00261_0000,150
u_00320,Custom Alerts,2026-01-19 21:17:32,s_u_00320_0000,206
u_00361,Segment Explorer,2026-01-19 21:31:23,s_u_00361_0000,400
u_00486,Dashboard,2026-01-19 21:42:52,s_u_00486_0000,259
u_00346,AI Analyst,2026-01-19 21:48:51,s_u_00346_0000,210
u_00216,API Access,2026-01-20 01:31:16,s_u_00216_0001,77
u_00087,Team Collaboration,2026-01-20 04:41:10,s_u_00087_0000,141
u_00450,Funnel Builder,2026-01-20 05:16:26,s_u_00450_0000,316
u_00244,Custom Alerts,2026-01-20 05:33:14,s_u_00244_0000,166
u_00465,Retention Chart,2026-01-20 05:44:26,s_u_00465_0000,321
u_00217,Report Export,2026-01-20 06:00:24,s_u_00217_0000,109
u_00073,Dashboard,2026-01-20 06:07:24,s_u_00073_0000,67
u_00162,Report Export,2026-01-20 08:06:41,s_u_00162_0000,23
u_00425,Funnel Builder,2026-01-20 08:11:28,s_u_00425_0000,135
u_00434,Custom Alerts,2026-01-20 08:13:26,s_u_00434_0000,287
u_00218,Dashboard,2026-01-20 08:32:59,s_u_00218_0001,191
u_00357,Custom Alerts,2026-01-20 08:35:05,s_u_00357_0000,127
u_00434,Segment Explorer,2026-01-20 09:02:25,s_u_00434_0009,414
u_00256,Funnel Builder,2026-01-20 09:18:25,s_u_00256_0000,520
u_00478,Segment Explorer,2026-01-20 09:26:24,s_u_00478_0000,319
u_00330,Retention Chart,2026-01-20 11:04:50,s_u_00330_0000,373
u_00320,Segment Explorer,2026-01-20 11:14:50,s_u_00320_0000,431
u_00293,Dashboard,2026-01-20 11:19:02,s_u_00293_0000,197
u_00412,Custom Alerts,2026-01-20 11:27:19,s_u_00412_0000,220
u_00200,Retention Chart,2026-01-20 11:38:34,s_u_00200_0000,344
u_00434,Dashboard,2026-01-20 11:56:07,s_u_00434_0003,133
u_00441,Segment Explorer,2026-01-20 12:06:22,s_u_00441_0001,302
u_00335,Custom Alerts,2026-01-20 12:16:09,s_u_00335_0000,140
u_00218,Report Export,2026-01-20 12:36:37,s_u_00218_0002,69
u_00087,Segment Explorer,2026-01-20 12:52:37,s_u_00087_0000,365
u_00434,Custom Alerts,2026-01-20 13:04:10,s_u_00434_0009,195
u_00346,Data Import,2026-01-20 13:19:38,s_u_00346_0002,374
u_00171,AI Analyst,2026-01-20 13:43:08,s_u_00171_0000,351
u_00021,Data Import,2026-01-20 14:01:29,s_u_00021_0000,451
u_00256,Report Export,2026-01-20 14:03:30,s_u_00256_0000,81
u_00311,Report Export,2026-01-20 14:12:26,s_u_00311_0000,12
u_00216,Retention Chart,2026-01-20 14:58:08,s_u_00216_0002,253
u_00309,Dashboard,2026-01-20 15:44:08,s_u_00309_0000,143
u_00123,Dashboard,2026-01-20 15:59:08,s_u_00123_0000,183
u_00031,AI Analyst,2026-01-20 17:07:36,s_u_00031_0000,386
u_00228,Custom Alerts,2026-01-20 17:48:31,s_u_00228_0000,137
u_00451,Team Collaboration,2026-01-20 19:03:56,s_u_00451_0000,311
u_00229,Funnel Builder,2026-01-20 19:38:54,s_u_00229_0000,579
u_00061,Data Import,2026-01-20 19:51:04,s_u_00061_0000,206
u_00129,Report Export,2026-01-20 20:59:58,s_u_00129_0000,106
u_00353,Retention Chart,2026-01-20 21:04:15,s_u_00353_0000,333
u_00138,Retention Chart,2026-01-20 21:32:55,s_u_00138_0000,193
u_00303,Report Export,2026-01-20 21:49:12,s_u_00303_0000,36
u_00174,Team Collaboration,2026-01-20 23:24:14,s_u_00174_0000,189
u_00083,Report Export,2026-01-21 00:55:34,s_u_00083_0000,35
u_00404,Funnel Builder,2026-01-21 01:55:47,s_u_00404_0000,471
u_00066,Report Export,2026-01-21 06:20:51,s_u_00066_0000,76
u_00387,Dashboard,2026-01-21 06:30:28,s_u_00387_0000,208
u_00113,Dashboard,2026-01-21 07:05:57,s_u_00113_0000,141
u_00210,Team Collaboration,2026-01-21 08:13:33,s_u_00210_0000,172
u_00064,Funnel Builder,2026-01-21 08:30:23,s_u_00064_0000,532
u_00486,Data Import,2026-01-21 08:38:39,s_u_00486_0000,842
u_00434,Data Import,2026-01-21 09:04:07,s_u_00434_0005,1029
u_00311,Data Import,2026-01-21 09:18:28,s_u_00311_0000,1133
u_00434,Custom Alerts,2026-01-21 09:23:53,s_u_00434_0003,160
u_00434,Data Import,2026-01-21 09:40:21,s_u_00434_0004,261
u_00389,Dashboard,2026-01-21 09:54:41,s_u_00389_0002,210
u_00286,Retention Chart,2026-01-21 10:11:55,s_u_00286_0000,122
u_00434,Data Import,2026-01-21 10:28:09,s_u_00434_0000,570
u_00134,Team Collaboration,2026-01-21 10:59:34,s_u_00134_0000,100
u_00434,API Access,2026-01-21 11:13:53,s_u_00434_0001,85
u_00061,Data Import,2026-01-21 11:51:20,s_u_00061_0000,914
u_00434,Data Import,2026-01-21 13:07:08,s_u_00434_0007,492
u_00357,AI Analyst,2026-01-21 13:13:02,s_u_00357_0001,471
u_00303,Custom Alerts,2026-01-21 13:14:50,s_u_00303_0000,128
u_00328,Team Collaboration,2026-01-21 13:54:41,s_u_00328_0000,292
u_00389,Custom Alerts,2026-01-21 14:09:36,s_u_00389_0000,110
u_00077,Retention Chart,2026-01-21 14:25:43,s_u_00077_0000,232
u_00154,Segment Explorer,2026-01-21 14:27:48,s_u_00154_0000,270
u_00485,Segment Explorer,2026-01-21 14:43:17,s_u_00485_0000,393
u_00089,Funnel Builder,2026-01-21 15:01:18,s_u_00089_0001,329
u_00224,Segment Explorer,2026-01-21 15:05:46,s_u_00224_0001,448
u_00412,Report Export,2026-01-21 15:06:04,s_u_00412_0000,108
u_00097,AI Analyst,2026-01-21 15:12:47,s_u_00097_0000,118
u_00111,Segment Explorer,2026-01-21 19:00:18,s_u_00111_0000,165
u_00256,Retention Chart,2026-01-21 19:21:48,s_u_00256_0000,131
u_00389,Custom Alerts,2026-01-21 20:19:29,s_u_00389_0002,154
u_00216,Data Import,2026-01-21 20:35:18,s_u_00216_0000,321
u_00454,Dashboard,2026-01-21 21:14:41,s_u_00454_0003,208
u_00394,Dashboard,2026-01-22 04:52:26,s_u_00394_0000,94
u_00037,Segment Explorer,2026-01-22 05:09:35,s_u_00037_0000,323
u_00441,Dashboard,2026-01-22 07:06:28,s_u_00441_0000,47
u_00412,Team Collaboration,2026-01-22 08:02:46,s_u_00412_0000,121
u_00476,Retention Chart,2026-01-22 09:12:57,s_u_00476_0000,453
u_00171,Retention Chart,2026-01-22 09:23:58,s_u_00171_0000,225
u_00274,AI Analyst,2026-01-22 09:24:07,s_u_00274_0000,315
u_00434,Team Collaboration,2026-01-22 09:45:14,s_u_00434_0006,265
u_00065,Custom Alerts,2026-01-22 10:03:16,s_u_00065_0000,120
u_00064,Funnel Builder,2026-01-22 10:08:27,s_u_00064_0000,444
u_00434,API Access,2026-01-22 10:45:36,s_u_00434_0009,116
u_00331,Segment Explorer,2026-01-22 11:01:47,s_u_00331_0000,125
u_00040,Retention Chart,2026-01-22 11:21:54,s_u_00040_0001,370
u_00242,Segment Explorer,2026-01-22 12:22:18,s_u_00242_0000,469
u_00320,Team Collaboration,2026-01-22 13:41:35,s_u_00320_0000,236
u_00380,Funnel Builder,2026-01-22 13:46:49,s_u_00380_0000,357
u_00413,Dashboard,2026-01-22 13:55:39,s_u_00413_0000,250
u_00391,AI Analyst,2026-01-22 14:01:50,s_u_00391_0000,426
u_00138,Custom Alerts,2026-01-22 14:05:56,s_u_00138_0000,174
u_00012,Funnel Builder,2026-01-22 14:59:03,s_u_00012_0000,326
u_00128,Funnel Builder,2026-01-22 15:14:48,s_u_00128_0000,542
u_00434,AI Analyst,2026-01-22 15:20:00,s_u_00434_0007,298
u_00445,Team Collaboration,2026-01-22 15:26:58,s_u_00445_0001,280
u_00404,Data Import,2026-01-22 15:40:52,s_u_00404_0000,859
u_00202,Custom Alerts,2026-01-22 15:48:55,s_u_00202_0000,75
u_00244,API Access,2026-01-22 15:55:11,s_u_00244_0000,67
u_00445,Data Import,2026-01-22 16:06:17,s_u_00445_0001,914
u_00361,Retention Chart,2026-01-22 16:25:25,s_u_00361_0000,132
u_00199,Segment Explorer,2026-01-22 16:53:11,s_u_00199_0001,400
u_00404,Funnel Builder,2026-01-22 16:57:39,s_u_00404_0000,516
u_00491,Funnel Builder,2026-01-22 17:20:16,s_u_00491_0000,508
u_00138,AI Analyst,2026-01-22 17:20:38,s_u_00138_0000,286
u_00199,API Access,2026-01-22 18:19:17,s_u_00199_0001,121
u_00494,Dashboard,2026-01-22 18:34:18,s_u_00494_0000,140
u_00062,Dashboard,2026-01-22 18:36:44,s_u_00062_0000,105
u_00171,API Access,2026-01-22 19:03:13,s_u_00171_0000,91
u_00216,Segment Explorer,2026-01-22 19:10:14,s_u_00216_0002,438
u_00434,Custom Alerts,2026-01-22 19:14:40,s_u_00434_0009,152
u_00115,Segment Explorer,2026-01-22 19:27:26,s_u_00115_0000,598
u_00328,Report Export,2026-01-22 19:43:51,s_u_00328_0000,74
u_00265,Custom Alerts,2026-01-22 20:06:45,s_u_00265_0000,248
u_00171,Retention Chart,2026-01-22 20:11:56,s_u_00171_0000,203
u_00218,Funnel Builder,2026-01-22 20:27:40,s_u_00218_0005,620
u_00228,Data Import,2026-01-22 20:54:34,s_u_00228_0000,591
u_00256,Team Collaboration,2026-01-22 20:56:48,s_u_00256_0000,193
u_00154,Dashboard,2026-01-22 21:49:51,s_u_00154_0000,252
u_00445,Custom Alerts,2026-01-22 23:28:24,s_u_00445_0001,125
u_00389,Data Import,2026-01-23 00:48:18,s_u_00389_0003,344
u_00202,AI Analyst,2026-01-23 01:11:39,s_u_00202_0000,374
u_00441,Segment Explorer,2026-01-23 03:05:53,s_u_00441_0001,182
u_00287,AI Analyst,2026-01-23 05:46:52,s_u_00287_0000,159
u_00320,Report Export,2026-01-23 08:01:36,s_u_00320_0000,18
u_00329,Custom Alerts,2026-01-23 08:26:47,s_u_00329_0000,142
u_00216,Dashboard,2026-01-23 08:36:06,s_u_00216_0002,185
u_00434,AI Analyst,2026-01-23 08:42:05,s_u_00434_0005,108
u_00351,Custom Alerts,2026-01-23 08:54:43,s_u_00351_0000,227
u_00442,Team Collaboration,2026-01-23 09:15:47,s_u_00442_0000,109
u_00218,Segment Explorer,2026-01-23 09:22:23,s_u_00218_0001,576
u_00040,Dashboard,2026-01-23 09:38:56,s_u_00040_0004,103
u_00260,Team Collaboration,2026-01-23 09:54:49,s_u_00260_0000,156
u_00134,Custom Alerts,2026-01-23 10:29:01,s_u_00134_0000,163
u_00040,Report Export,2026-01-23 10:30:16,s_u_00040_0000,14
u_00221,API Access,2026-01-23 10:36:00,s_u_00221_0000,132
u_00061,Custom Alerts,2026-01-23 11:03:07,s_u_00061_0000,157
u_00411,AI Analyst,2026-01-23 11:15:50,s_u_00411_0000,504
u_00040,Retention Chart,2026-01-23 11:36:50,s_u_00040_0000,153
u_00054,Team Collaboration,2026-01-23 11:47:57,s_u_00054_0001,303
u_00134,Funnel Builder,2026-01-23 11:53:15,s_u_00134_0000,577
u_00323,Team Collaboration,2026-01-23 12:08:30,s_u_00323_0000,270
u_00116,Segment Explorer,2026-01-23 12:22:42,s_u_00116_0000,246
u_00330,Retention Chart,2026-01-23 12:24:20,s_u_00330_0000,263
u_00442,Report Export,2026-01-23 12:50:07,s_u_00442_0001,76
u_00393,Funnel Builder,2026-01-23 12:55:33,s_u_00393_0000,583
u_00255,Custom Alerts,2026-01-23 13:04:21,s_u_00255_0000,182
u_00260,Dashboard,2026-01-23 13:13:21,s_u_00260_0000,141
u_00128,Report Export,2026-01-23 13:33:52,s_u_00128_0000,53
u_00216,AI Analyst,2026-01-23 13:58:06,s_u_00216_0003,442
u_00062,Report Export,2026-01-23 14:20:16,s_u_00062_0000,94
u_00419,Retention Chart,2026-01-23 14:24:03,s_u_00419_0000,233
u_00138,Dashboard,2026-01-23 15:09:04,s_u_00138_0000,128
u_00351,Custom Alerts,2026-01-23 15:26:35,s_u_00351_0000,121
u_00355,Retention Chart,2026-01-23 15:42:45,s_u_00355_0000,266
u_00465,Report Export,2026-01-23 15:52:58,s_u_00465_0000,63
u_00041,Funnel Builder,2026-01-23 16:29:16,s_u_00041_0000,519
u_00324,AI Analyst,2026-01-23 16:33:04,s_u_00324_0000,423
u_00055,Segment Explorer,2026-01-23 16:59:21,s_u_00055_0000,201
u_00171,Retention Chart,2026-01-23 17:28:22,s_u_00171_0000,186
u_00072,Segment Explorer,2026-01-23 17:30:54,s_u_00072_0000,344
u_00111,Segment Explorer,2026-01-23 17:50:49,s_u_00111_0000,389
u_00434,AI Analyst,2026-01-23 18:45:21,s_u_00434_0001,245
u_00151,Funnel Builder,2026-01-23 18:45:36,s_u_00151_0000,193
u_00363,Dashboard,2026-01-23 19:00:13,s_u_00363_0000,232
u_00171,Segment Explorer,2026-01-23 19:02:58,s_u_00171_0000,444
u_00199,Segment Explorer,2026-01-23 19:25:26,s_u_00199_0000,330
u_00167,Funnel Builder,2026-01-23 19:31:36,s_u_00167_0000,549
u_00244,AI Analyst,2026-01-23 19:37:15,s_u_00244_0001,130
u_00043,Funnel Builder,2026-01-23 19:49:01,s_u_00043_0000,658
u_00290,Dashboard,2026-01-23 20:02:31,s_u_00290_0000,125
u_00072,Funnel Builder,2026-01-23 20:06:31,s_u_00072_0000,766
u_00328,API Access,2026-01-23 20:07:59,s_u_00328_0000,101
u_00451,Segment Explorer,2026-01-23 20:16:59,s_u_00451_0000,382
u_00434,Data Import,2026-01-23 20:26:43,s_u_00434_0004,604
u_00441,Report Export,2026-01-23 20:39:49,s_u_00441_0000,90
u_00353,Segment Explorer,2026-01-23 21:13:31,s_u_00353_0000,617
u_00183,AI Analyst,2026-01-23 21:53:47,s_u_00183_0000,485
u_00480,Retention Chart,2026-01-23 23:22:34,s_u_00480_0000,239
u_00213,Dashboard,2026-01-24 01:57:00,s_u_00213_0000,168
u_00434,Team Collaboration,2026-01-24 02:36:35,s_u_00434_0006,270
u_00346,Funnel Builder,2026-01-24 02:48:19,s_u_00346_0001,331
u_00357,Data Import,2026-01-24 04:52:38,s_u_00357_0001,694
u_00157,Dashboard,2026-01-24 05:38:01,s_u_00157_0000,261
u_00210,Data Import,2026-01-24 09:57:51,s_u_00210_0000,285
u_00355,Retention Chart,2026-01-24 11:33:56,s_u_00355_0000,387
u_00434,Funnel Builder,2026-01-24 12:05:03,s_u_00434_0009,537
u_00212,Dashboard,2026-01-24 12:07:45,s_u_00212_0000,125
u_00416,Dashboard,2026-01-24 12:26:15,s_u_00416_0000,217
u_00202,API Access,2026-01-24 12:35:42,s_u_00202_0000,141
u_00434,AI Analyst,2026-01-24 14:27:06,s_u_00434_0008,335
u_00347,AI Analyst,2026-01-24 17:08:35,s_u_00347_0000,266
u_00330,Segment Explorer,2026-01-24 18:47:29,s_u_00330_0000,266
u_00451,Team Collaboration,2026-01-24 19:14:22,s_u_00451_0000,270
u_00028,Dashboard,2026-01-24 19:24:30,s_u_00028_0000,210
u_00357,Team Collaboration,2026-01-24 19:37:32,s_u_00357_0001,197
u_00138,Retention Chart,2026-01-24 19:57:43,s_u_00138_0001,173
u_00171,Custom Alerts,2026-01-24 21:25:47,s_u_00171_0000,150
u_00311,Custom Alerts,2026-01-24 21:32:08,s_u_00311_0000,227
u_00357,Data Import,2026-01-24 21:55:24,s_u_00357_0001,488
u_00476,Retention Chart,2026-01-24 22:22:57,s_u_00476_0000,300
u_00116,Retention Chart,2026-01-25 01:29:25,s_u_00116_0000,39
u_00442,Retention Chart,2026-01-25 02:03:29,s_u_00442_0000,340
u_00348,Funnel Builder,2026-01-25 07:36:47,s_u_00348_0000,328
u_00428,Dashboard,2026-01-25 08:32:47,s_u_00428_0000,181
u_00121,Team Collaboration,2026-01-25 10:17:51,s_u_00121_0000,220
u_00151,Dashboard,2026-01-25 10:41:24,s_u_00151_0000,150
u_00200,Funnel Builder,2026-01-25 11:13:01,s_u_00200_0000,472
u_00412,Custom Alerts,2026-01-25 11:19:14,s_u_00412_0002,168
u_00434,Report Export,2026-01-25 11:37:35,s_u_00434_0000,40
u_00310,AI Analyst,2026-01-25 11:41:50,s_u_00310_0000,290
u_00441,Segment Explorer,2026-01-25 12:05:25,s_u_00441_0001,205
u_00220,Dashboard,2026-01-25 13:05:06,s_u_00220_0000,187
u_00291,Dashboard,2026-01-25 13:59:48,s_u_00291_0000,172
u_00171,Segment Explorer,2026-01-25 14:10:21,s_u_00171_0000,393
u_00472,Retention Chart,2026-01-25 14:14:21,s_u_00472_0000,239
u_00389,AI Analyst,2026-01-25 14:49:27,s_u_00389_0001,258
u_00309,Segment Explorer,2026-01-25 14:51:37,s_u_00309_0000,668
u_00255,API Access,2026-01-25 16:14:32,s_u_00255_0000,76
u_00244,AI Analyst,2026-01-25 16:33:29,s_u_00244_0001,216
u_00032,Dashboard,2026-01-25 16:40:02,s_u_00032_0000,225
u_00321,Retention Chart,2026-01-25 17:04:57,s_u_00321_0000,346
u_00029,Funnel Builder,2026-01-25 17:06:05,s_u_00029_0003,155
u_00486,API Access,2026-01-25 17:55:42,s_u_00486_0000,45
u_00129,Segment Explorer,2026-01-25 18:59:57,s_u_00129_0000,237
u_00099,API Access,2026-01-25 19:49:06,s_u_00099_0000,105
u_00320,Data Import,2026-01-25 19:51:08,s_u_00320_0000,819
u_00072,Data Import,2026-01-25 19:53:07,s_u_00072_0000,965
u_00129,AI Analyst,2026-01-25 20:08:04,s_u_00129_0000,309
u_00029,Data Import,2026-01-25 20:44:35,s_u_00029_0001,507
u_00199,Report Export,2026-01-25 21:14:34,s_u_00199_0000,80
u_00412,Data Import,2026-01-25 21:37:34,s_u_00412_0002,219
u_00469,Segment Explorer,2026-01-26 02:51:54,s_u_00469_0000,313
u_00183,Custom Alerts,2026-01-26 03:54:01,s_u_00183_0000,95
u_00218,Dashboard,2026-01-26 06:12:34,s_u_00218_0002,232
u_00346,Dashboard,2026-01-26 07:12:10,s_u_00346_0000,171
u_00138,Team Collaboration,2026-01-26 07:27:00,s_u_00138_0000,141
u_00244,Custom Alerts,2026-01-26 07:40:34,s_u_00244_0001,228
u_00062,Dashboard,2026-01-26 08:16:27,s_u_00062_0000,160
u_00151,Custom Alerts,2026-01-26 08:28:20,s_u_00151_0000,251
u_00128,AI Analyst,2026-01-26 08:59:45,s_u_00128_0000,208
u_00454,Dashboard,2026-01-26 09:37:08,s_u_00454_0001,185
u_00058,Funnel Builder,2026-01-26 09:43:11,s_u_00058_0000,705
u_00442,Funnel Builder,2026-01-26 09:47:00,s_u_00442_0001,313
u_00434,Report Export,2026-01-26 10:29:31,s_u_00434_0007,58
u_00434,Data Import,2026-01-26 10:59:05,s_u_00434_0004,472
u_00116,AI Analyst,2026-01-26 11:44:12,s_u_00116_0000,354
u_00389,Team Collaboration,2026-01-26 11:46:57,s_u_00389_0003,321
u_00412,Report Export,2026-01-26 11:53:48,s_u_00412_0001,83
u_00224,Funnel Builder,2026-01-26 12:20:58,s_u_00224_0000,464
u_00121,Segment Explorer,2026-01-26 12:22:33,s_u_00121_0000,491
u_00216,Funnel Builder,2026-01-26 12:57:41,s_u_00216_0001,184
u_00268,Report Export,2026-01-26 12:59:39,s_u_00268_0000,58
u_00244,Custom Alerts,2026-01-26 13:12:06,s_u_00244_0001,140
u_00252,Custom Alerts,2026-01-26 13:14:55,s_u_00252_0000,101
u_00194,Funnel Builder,2026-01-26 13:21:49,s_u_00194_0000,378
u_00128,Retention Chart,2026-01-26 13:43:04,s_u_00128_0000,165
u_00451,Team Collaboration,2026-01-26 13:58:16,s_u_00451_0000,263
u_00357,Data Import,2026-01-26 13:58:33,s_u_00357_0001,198
u_00355,Custom Alerts,2026-01-26 14:18:08,s_u_00355_0000,97
u_00424,Report Export,2026-01-26 14:24:33,s_u_00424_0000,59
u_00151,Team Collaboration,2026-01-26 14:27:28,s_u_00151_0000,256
u_00187,Retention Chart,2026-01-26 14:37:40,s_u_00187_0000,209
u_00338,Data Import,2026-01-26 14:39:03,s_u_00338_0000,353
u_00490,Dashboard,2026-01-26 14:39:52,s_u_00490_0000,250
u_00244,Segment Explorer,2026-01-26 15:16:35,s_u_00244_0001,123
u_00300,Report Export,2026-01-26 15:29:32,s_u_00300_0000,60
u_00321,Retention Chart,2026-01-26 15:36:45,s_u_00321_0000,382
u_00244,Retention Chart,2026-01-26 16:32:13,s_u_00244_0001,336
u_00434,Team Collaboration,2026-01-26 16:32:27,s_u_00434_0000,281
u_00370,API Access,2026-01-26 16:39:49,s_u_00370_0000,129
u_00404,Funnel Builder,2026-01-26 16:45:41,s_u_00404_0000,447
u_00138,Funnel Builder,2026-01-26 16:48:37,s_u_00138_0000,520
u_00479,Segment Explorer,2026-01-26 17:04:27,s_u_00479_0000,79
u_00442,AI Analyst,2026-01-26 17:11:58,s_u_00442_0000,261
u_00320,Dashboard,2026-01-26 17:20:54,s_u_00320_0000,165
u_00455,Dashboard,2026-01-26 17:42:50,s_u_00455_0000,187
u_00431,Dashboard,2026-01-26 17:45:13,s_u_00431_0000,176
u_00093,Funnel Builder,2026-01-26 17:56:17,s_u_00093_0000,365
u_00025,Team Collaboration,2026-01-26 18:04:21,s_u_00025_0000,167
u_00202,Data Import,2026-01-26 18:07:21,s_u_00202_0000,295
u_00203,Retention Chart,2026-01-26 18:13:03,s_u_00203_0000,117
u_00216,Retention Chart,2026-01-26 18:22:25,s_u_00216_0002,269
u_00055,Dashboard,2026-01-26 18:29:51,s_u_00055_0000,128
u_00129,Team Collaboration,2026-01-26 18:33:18,s_u_00129_0000,130
u_00162,Segment Explorer,2026-01-26 20:05:13,s_u_00162_0000,434
u_00357,API Access,2026-01-26 20:08:16,s_u_00357_0000,157
u_00138,AI Analyst,2026-01-26 20:15:53,s_u_00138_0000,128
u_00128,Custom Alerts,2026-01-26 20:21:26,s_u_00128_0000,135
u_00199,AI Analyst,2026-01-26 20:21:50,s_u_00199_0000,315
u_00072,Team Collaboration,2026-01-26 20:29:25,s_u_00072_0000,258
u_00086,Dashboard,2026-01-26 21:06:15,s_u_00086_0000,53
u_00412,Segment Explorer,2026-01-26 21:52:04,s_u_00412_0001,537
u_00199,Dashboard,2026-01-26 22:29:21,s_u_00199_0000,151
u_00224,Segment Explorer,2026-01-26 23:43:59,s_u_00224_0000,292
u_00322,Dashboard,2026-01-27 00:06:29,s_u_00322_0000,138
u_00032,Funnel Builder,2026-01-27 00:45:27,s_u_00032_0000,285
u_00029,Report Export,2026-01-27 04:39:31,s_u_00029_0000,44
u_00230,Data Import,2026-01-27 05:46:13,s_u_00230_0000,664
u_00419,AI Analyst,2026-01-27 06:53:17,s_u_00419_0000,363
u_00271,Custom Alerts,2026-01-27 08:03:29,s_u_00271_0000,39
u_00072,API Access,2026-01-27 08:29:10,s_u_00072_0000,160
u_00099,API Access,2026-01-27 08:31:07,s_u_00099_0000,143
u_00349,Funnel Builder,2026-01-27 08:41:21,s_u_00349_0000,439
u_00088,Funnel Builder,2026-01-27 10:56:39,s_u_00088_0000,634
u_00202,Retention Chart,2026-01-27 11:28:11,s_u_00202_0000,156
u_00029,Data Import,2026-01-27 11:31:50,s_u_00029_0003,542
u_00434,Segment Explorer,2026-01-27 11:42:42,s_u_00434_0008,307
u_00404,Custom Alerts,2026-01-27 11:48:30,s_u_00404_0000,158
u_00239,Segment Explorer,2026-01-27 12:23:32,s_u_00239_0000,199
u_00146,Funnel Builder,2026-01-27 12:32:27,s_u_00146_0000,458
u_00442,Dashboard,2026-01-27 12:47:42,s_u_00442_0001,154
u_00309,Retention Chart,2026-01-27 12:54:29,s_u_00309_0000,342
u_00215,Custom Alerts,2026-01-27 13:15:38,s_u_00215_0000,243
u_00457,Team Collaboration,2026-01-27 13:27:51,s_u_00457_0001,199
u_00265,Segment Explorer,2026-01-27 13:33:16,s_u_00265_0000,394
u_00353,Retention Chart,2026-01-27 13:44:47,s_u_00353_0000,293
u_00346,Retention Chart,2026-01-27 13:46:40,s_u_00346_0001,315
u_00424,Funnel Builder,2026-01-27 13:53:50,s_u_00424_0000,441
u_00292,Data Import,2026-01-27 14:10:10,s_u_00292_0000,843
u_00068,Funnel Builder,2026-01-27 14:23:48,s_u_00068_0001,213
u_00346,Retention Chart,2026-01-27 14:33:40,s_u_00346_0001,126
u_00011,Dashboard,2026-01-27 14:41:25,s_u_00011_0000,199
u_00333,AI Analyst,2026-01-27 14:50:21,s_u_00333_0000,270
u_00419,Dashboard,2026-01-27 15:00:06,s_u_00419_0000,193
u_00331,Retention Chart,2026-01-27 15:46:13,s_u_00331_0000,284
u_00434,Dashboard,2026-01-27 16:25:29,s_u_00434_0009,122
u_00025,API Access,2026-01-27 17:09:35,s_u_00025_0000,66
u_00128,API Access,2026-01-27 17:21:05,s_u_00128_0000,60
u_00040,Segment Explorer,2026-01-27 17:50:14,s_u_00040_0002,466
u_00449,Segment Explorer,2026-01-27 17:55:53,s_u_00449_0000,345
u_00073,AI Analyst,2026-01-27 18:13:49,s_u_00073_0000,580
u_00171,Retention Chart,2026-01-27 18:51:38,s_u_00171_0000,157
u_00260,Team Collaboration,2026-01-27 19:03:09,s_u_00260_0000,154
u_00065,Retention Chart,2026-01-27 19:08:59,s_u_00065_0000,111
u_00409,Funnel Builder,2026-01-27 19:34:55,s_u_00409_0000,339
u_00020,Dashboard,2026-01-27 20:05:21,s_u_00020_0000,83
u_00357,Funnel Builder,2026-01-27 21:36:30,s_u_00357_0001,287
u_00404,AI Analyst,2026-01-27 22:02:43,s_u_00404_0000,389
u_00267,Dashboard,2026-01-27 22:23:08,s_u_00267_0000,110
u_00061,Data Import,2026-01-27 22:43:43,s_u_00061_0000,1056
u_00087,Segment Explorer,2026-01-27 23:42:42,s_u_00087_0000,318
u_00118,Retention Chart,2026-01-28 01:21:39,s_u_00118_0000,174
